common_name,description,folklore,link,medicinal_uses,origins,properties,tags
"How to Use: 
	Yarrow ","Yarrow was once known as ""nosebleed"", it's feathery leaves making an ideal astringent
swab to encourage clotting. Yarrow skin washes and leaf poultices can staunch bleeding and help to disinfect   ,; taken as a tea it can help slow  , as well. , , ","
	
	
	Everywhere this commonest of common weeds confronts us; the compact, dusty-looking clusters appearing not by
waysides only, around the world, but in the mythology, folk-lore, medicine, and literature of many peoples. Chiron, the centaur, who taught its virtues to Achilles that he might make an ointment to heal his Myrmidons wounded in the siege of Troy, named the plant for this favorite pupil, giving his own to the beautiful Blue Corn­flower (",<200 https://www.anniesremedy.com/achillea-millefolium-yarrow.php>,"* Chinese,* Colds,* Cuts & Wounds,* Dysmenorrhea,* Hypertension,* Menorrhagia",Traditional Chinese Medicine,"* Anti-inflammatory,* Antibacterial,* Antirheumatic,* Antispasmodic,* Astringent,* Bitter,* Cathartic,* Depurative,* Digestive,* Emmenagogue,* Febrifuge,* Hypotensive,* Insect repellents,* Midsummer,* Nervine,* Styptic,* Vulnerary","* Chinese,* Colds,* Cuts & Wounds,* Dysmenorrhea,* Hypertension,* Menorrhagia,cuts and scrapes,heavy menstrual bleeding,flu,baldness"
"How to Use: 
	Yacon Root ","Regional Traditions :, * 
,
 						","
	
	
	 ",<200 https://www.anniesremedy.com/smallanthus-sonchifolius-yacon-root.php>,"* Diabetes,* Diet/weight Loss,* Nutrition","
,
, 
 ,Central and South America","* Antioxidant,* Appetite Depressant,* Digestive,* Hepatic,* Hypoglycemic,* Laxative","* Diabetes,* Diet/weight Loss,* Nutrition,lower blood sugar,lose
  weight safely"
"How to Use: 
	Wintergreen ","The minty sweet scent of wintergreen is familiar to anyone who has ever used
Bengay©, or other OTC ointments and rubs. The essential oil from the leaves
is highly irritating to skin, and should be only used well diluted in carrier
oil and ointments for pain rubs. Wintergreen contains methyl salicylate, which
can become toxic at high doses. ","
	
	
	The partridge berry, or Teaberry, was used by the American Indians for pain and fever. In the nineteenth century wintergreen was considered a cure-all. ",<200 https://www.anniesremedy.com/gaultheria-procumbens-wintergreen-oil.php>,"* Arthritis,* Pain Relief,* Rheumatoid_arthritis",North America,"* Analgesic,* Astringent,* Rubefacient,* Stimulant","* Arthritis,* Pain Relief,* Rheumatoid_arthritis,pain, arthritis
 pain"
"How to Use: 
	Wild Yam "," Wild yam root is a potent source of diosgenin, a chemical that resembles female sex hormones and was used in the manufacture of the first oral contraceptives. Diosgenin can be transformed in the laboratory into sex steroids and corticosteroids, but research is still very sketchy on the effectiveness of this herb. While diosgenin can be converted into progesterone in the laboratory, it cannot be converted into progesterone in the human body. Wild yam contains no progesterone, natural or otherwise. It is, however, extremely useful for many gynecological complaints. Historically, it appears to support healthy menstrual cycles by lessening pain and cramping. Wild yam's diosgenin, is a precursor in the chemical synthesis of progesterone, a hormone whose numerous functions include uterine health and warding off PMS. Wild yam creams and progesterone creams are applied to thin areas of the skin. Some herbalists believe that this triggers the production of natural progesterone in a woman's body and balances against high levels of estrogen. Though the exact mechanism is not fully known, wild yam has a long history of giving women relief from hot flashes, insomnia, hot flashes, insomnia, cramps, headaches, migraines, and vaginal dryness. It generally takes a period of a few months or more to see results. ,Wild yam also contains beta carotene, the antioxidant that is so important to maintaining a healthy cholesterol level. Other colorful folk names include Devil's bones, Yuma, Colic root and Rheumatism root, referring to Native Americans use of the boiled root to treat morning sickness and in childbirth, also arthritis and digestive problems.","
	
	
	In 1943 the scientist Russell Marker astonished the world when, on a shoestring budget, he made two kilos of the female hormone progesterone from the wild Mexican yam (",<200 https://www.anniesremedy.com/dioscorea-villosa-wild-yam-root.php>,"* Aphrodisiac,* Dysmenorrhea,* Menopause","Central and South America,United Plant Savers","* Antioxidant,* Antirheumatic,* Antispasmodic,* Phytoestrogen,* Uterine Tonic","* Aphrodisiac,* Dysmenorrhea,* Menopause"
"How to Use: 
	Wild lettuce "," Wild lettuce is a valuable remedy for , and muscular ,. The common
name ""lettuce opium"", as it was known in the earlier official pharmacopoeias,
refers to the potent milky latex produced by the stems and leaves. There has
been a recent internet driven surge of popularity of wild lettuce as a recreational
herb, however wild lettuce will disappoint those only looking for a legal high
similar to opium. The powers that be have outlawed all the truly narcotic herbs,
leaving only the less potent ones available to use without fear of running afoul
of the law. That said, this relaxing and , can be a ally for those
needing help to induce sleep, and calm restlessness and ,. ","
	
	
	",<200 https://www.anniesremedy.com/lactuca-virosa-wild-lettuce.php>,"* Anxiety,* Sleep/Insomnia",,"* Analgesic,* Anodyne,* Antispasmodic,* Antitussive,* Nervine,* Psychedelic,* Sedative","* Anxiety,* Sleep/Insomnia,insomnia,arthritis,anxiety"
"How to Use: 
	Canadian Wild Ginger ","Regional Traditions :, * 
,
			
					Roots can be harvested any time of year but are freshest in spring. Plants spread slowly about 6 inches a year under ideal conditions. Propagate by root division in the spring after the leaves have expanded. ,
 						","
	
	
	 ",<200 https://www.anniesremedy.com/asarum-canadense-wild-ginger.php>,,North America,"* Bitter,* Carminative,* Diaphoretic,* Diuretic,* Expectorant,* Stimulant",
"How to Use: 
	Wild Cherry ","
	
 
, 
 , Wild black cherry is a very effective herbal cough remedy.  The main use of the bark  is to still irritated, nagging coughs. Wild black cherry is used in many commercial cough products such as Smith Brothers, Lunden's and Vicks for the flavor as well as the decongestant and sedative properties.
","
	
	
	 Native Americans made a tea from the bark to help curtail diarrhea and sooth the lungs, and passed it's use on to the early colonial settlers who included wild cherry in many cough elixir.  ",<200 https://www.anniesremedy.com/prunus-serotina-wild-cherry-bark.php>,"* Bronchitis,* Colds,* Congestion,* Cough,* Sleep/Insomnia",North America,"* Anodyne,* Anti-inflammatory,* Antiscrofulous,* Astringent,* Expectorant,* Sedative","* Bronchitis,* Colds,* Congestion,* Cough,* Sleep/Insomnia"
"How to Use: 
	White Willow ","White willow has been used to combat fevers and , for thousands of years. Willow bark may be the oldest herb known to treat pain and inflammation, the oldest recorded use is by Chinese physicians in 500 B.C.  White willow was also used in ancient 
Assyrian, Egyptian, and Greek medicine as well as by Native American healers in North America.,The inner bark of the white willow tree contains salicin, which is changed to salicylic acid in the body. The compound in aspirin, acetylsalicylic acid, is derived from salicylic acid. 
 ,
Herbalists use white willow much the same as aspirin, ie; to reduce fevers, pain, and inflammation in conditions such as ,, ,, and ,. White willow works slower but lasts longer than aspirin and has less side , due to the large amounts of tannins that protect the stomach. ,  Willow is used mainly in, formulations to enhance the actions of other herbs. This is sometimes referred to as ""stacking"" in body building. ,White willow can be used in skin and beauty treatments. Make a strong tea of the bark (decoction) and apply the cooled liquid to  aid healing of , Decoctions of willow bark tea can be used as a gargle to treat ,.","
	
	
	The active extract of the bark, called salicin, after the Latin name for the White Willow (Salix alba), was isolated to its crystalline form in 1828 by Henri Leroux, a French pharmacist, and Raffaele Piria, an Italian chemist, who then succeeded in separating out the acid in its pure state. Salicin, like aspirin, is a chemical derivative of salicylic acid.
",<200 https://www.anniesremedy.com/salix-alba-white-willow-bark.php>,"* Arthritis,* Colds,* Cramps/abdominal,* Cuts & Wounds,* Diet/weight Loss,* Fibromyalgia,* Headache/Migraine,* Lupus,* Osteoporosis,* Pain Relief,* Rheumatoid_arthritis",,"* Analgesic,* Anti-inflammatory,* Antirheumatic,* Appetite Depressant,* Astringent,* Febrifuge,* Warm","* Arthritis,* Colds,* Cramps/abdominal,* Cuts & Wounds,* Diet/weight Loss,* Fibromyalgia,* Headache/Migraine,* Lupus,* Osteoporosis,* Pain Relief,* Rheumatoid_arthritis, pain,painful menstruation,arthritis,neuralgia,gastronomic side effects, weight loss,sores, burns, or cuts.,inflamed gums"
"How to Use: 
	Vetiver ",,"
	
	
	Vetiver was used in early ayurvedic medicine in India.  ",<200 https://www.anniesremedy.com/vetiveria-zizanoides-vetiver-oil.php>,"* Aromatherapy,* Ayurvedic,* Insect Repellent",Ayurvedic,"* Analgesic,* Calm,* Insect repellents,* Muscle Relaxant,* Skin tonic,* Stress","* Aromatherapy,* Ayurvedic,* Insect Repellent"
"How to Use: 
	Vanilla ",,"
	
	
	Vanilla was used as a flavoring by the Aztecs ",<200 https://www.anniesremedy.com/vanilla-planifolia.php>,* Culinary/Kitchen,Central and South America,"* Aromatic,* Carminative",* Culinary/Kitchen
"How to Use: 
	Valerian ","Valerian is without doubt the most widely recognized herbal sedative. It is used
by herbalists for  ,, , and to help the body relax in the
presence of pain. Although valerian is potent, and has an effect similar to drugs
like Valium,,  it is neither habit-forming nor
addictive. Valerian puts you to sleep but doesn't cause a morning hangover, interact
with alcohol, or lead to addiction. Research shows that extracts of the root
not only help you fall asleep faster but also improve sleep quality. Valerian
has a tonic effect on the heart when used in combination with ,. 
,.
Valerian herb can also calm , when used in combination with ,, and ,. ,Valerian relaxes smooth muscles making
it an idea ,. ","
	
	
	 The word Valerian occurs in the recipes of the Anglo Saxon leeches (eleventh century). Valeriana, Amantilla and Fu are used as synonymous in the Alphita, a medieval vocabulary of the important medical school of Salernum. Saladinus of Ascoli (about 1450) directs the collection in the month of August of radices fu, id est Valerianae. Referring to the name Amantilla, by which it was known in the fourteenth century, Professor Henslow quotes a curious recipe of that period, a translation of which runs as follows: 'Men who begin to fight and when you wish to stop them, give to them the juice of Amantilla id est Valeriana and peace will be made immediately.'
",<200 https://www.anniesremedy.com/valeriana-officinalis-root.php>,"* Addiction,* Cardiovascular,* Cough,* Cramps/abdominal,* Headache/Migraine,* Herbal Teas,* Pet,* Sleep/Insomnia,* Stop Smoking",European,"* Adaptogens,* Anodyne,* Antispasmodic,* Anxiety,* Aromatic,* Calm,* Nervine,* Sedative,* Stress","* Addiction,* Cardiovascular,* Cough,* Cramps/abdominal,* Headache/Migraine,* Herbal Teas,* Pet,* Sleep/Insomnia,* Stop Smoking,insomnia,nervous anxiety,coughs"
"How to Use: 
	Tribulus ","Tribulus relaxes smooth muscles and improves the circulation in the genital
  region of both men and women, leading to improved  , For women, the , effects of Tribulus terrestris make this a suitable herb for  , and , symptoms.
  Tribulus is also a popular anabolic supplement among body builders who use
  it to lower, and
  increase lean muscle mass.,Tribulus terrestris has anti-bacterial and ,properties that may be used to treat herpes, and virus infections such as  , and the common cold.","
	
	
	 Native to India, the role of Tribulus Terrestris in Eastern European folk medicine for muscle strength and sexual potency led to two decades of formal (though secret) government-sponsored studies at the Chemical Pharmaceutical Research Institute in Sofia, Bulgaria. According to these studies, the herb seems to encourage the production and reception of androgens including testosterone, which plays an important part in increasing libido.  Another  noted outcome of this research was the success of the Bulgarian weight lifting team which stunned the world in Olympic competition. ",<200 https://www.anniesremedy.com/tribulus-terrestris.php>,"* Aphrodisiac,* Ayurvedic,* Female Hormones,* Libido,* Longevity Tonics,* Menopause","
,
, 
 ,Ayurvedic","* Abortifacient,* Antibacterial,* AntiViral,* Aphrodisiac,* Astringent,* Diuretic,* Galactagogue,* Refrigerant,* Stimulant","* Aphrodisiac,* Ayurvedic,* Female Hormones,* Libido,* Longevity Tonics,* Menopause,sexual
  response.,hormone
  balancing,premenstrual
  syndrome,menopausal, cholesterol,influenza"
